0,0.6840548823975695
1,0.7774069264292337
2,0.9123114155782559
3,0.8847665098841141
4,0.8899462781225068
5,0.7249171495913228
6,0.8370783120292301
7,0.9247280358525596
8,0.8154518349238807
9,0.8250539170999305
10,0.8712596140678591
11,0.8787319278824632
12,0.9109402540216751
13,0.810592862720862
14,0.8899500197772756
15,0.8646613565836677
16,0.7182501447978641
17,0.856026735010961
18,0.8213674878606669
19,0.8638623094505503
20,0.8935960042922251
21,0.8255222349729373
22,0.8342195125554851
23,0.894132622723147
24,0.8761714461872727
25,0.7754841954473312
26,0.9105600326751614
27,0.6084114486745331
28,0.811692348325441
29,0.9158236435182698
30,0.8511076834480699
31,0.8853826834231259
32,0.9000031933166329
33,0.689527936595171
34,0.8599599705355465
35,0.7555553643966205
36,0.8837967913041831
37,0.8250019708590558
38,0.8779713801632419
39,0.8412775038074873
40,0.8641970238039584
