,Names,accuracy,precision,recall,FS
0,Total,0.9793374888102223,0.834384345159016,0.7160584271892325,0.7475585886875122
1,020cd28cd2_00115.jpg,0.9970011393229167,0.8912466843501327,0.506405425772419,0.6458433445458914
2,020cd28cd2_00090.jpg,0.9958943684895833,0.9728260869565217,0.35075114304376226,0.515602496399424
3,020cd28cd2_00055.jpg,0.995556640625,0.9342825848849945,0.4525198938992042,0.6097212294496067
4,020cd28cd2_00110.jpg,0.9974527994791667,0.8986842105263158,0.7431991294885746,0.813579511614056
5,020cd28cd2_00085.jpg,0.9956339518229167,0.982028241335045,0.4194078947368421,0.5877833269304649
6,020cd28cd2_00095.jpg,0.99232177734375,0.0,0.0,0.0
7,093c335ccc_00120.jpg,0.9836710611979167,0.9820334830543079,0.8706512688701444,0.9229942624680981
8,093c335ccc_00090.jpg,0.9839599609375,0.9687952124161515,0.9077828444663545,0.9372971941210154
9,093c335ccc_00055.jpg,0.9515340169270833,0.8505929192174323,0.7023329798515376,0.7693856609034057
10,093c335ccc_00110.jpg,0.9821492513020833,0.9442487436005824,0.8626845176793684,0.9016257427962776
11,093c335ccc_00085.jpg,0.98748779296875,0.9762696828565092,0.8965376782077393,0.9347064444208514
12,093c335ccc_00095.jpg,0.9793741861979167,0.9723265133937988,0.8393052217609788,0.9009322414837687
13,0d3aad05d2_00120.jpg,0.9889200846354167,0.9952697759098875,0.9818132988678422,0.9884957434673314
14,0d3aad05d2_00090.jpg,0.9833292643229167,0.9887247512812782,0.9762872743974008,0.9824666515455623
15,0d3aad05d2_00055.jpg,0.9847330729166667,0.9906730270451702,0.9717164663041852,0.9811031870744187
16,0d3aad05d2_00110.jpg,0.98787841796875,0.993345690144608,0.981990310093515,0.9876353614550345
17,0d3aad05d2_00085.jpg,0.9852010091145833,0.9900036613506127,0.9792558029848735,0.9846004022440986
18,0d3aad05d2_00095.jpg,0.9860310872395833,0.9942844856932973,0.9754356977755904,0.9847699071465646
19,0e9f2785ec_00025.jpg,0.99384765625,0.9909658989466167,0.9821978410900726,0.9865623889086385
20,0e9f2785ec_00055.jpg,0.9948893229166667,0.9861777944486122,0.9902263568227185,0.988197928999643
21,0e9f2785ec_00085.jpg,0.99273681640625,0.9922956602768903,0.9783118694118612,0.9852541490776615
22,0e9f2785ec_00095.jpg,0.9916748046875,0.9760767177324741,0.9889912998535619,0.9824915709664721
23,11e53de6f2_00095.jpg,0.964892578125,0.6077286389008159,0.6354494028912634,0.6212799578614696
24,11e53de6f2_00100.jpg,0.9676066080729167,0.5669649197557165,0.8108053214176907,0.6673074512098291
25,13325cfa14_00030.jpg,0.99149169921875,0.9738960191429193,0.9804866297277764,0.9771802119370083
26,13325cfa14_00060.jpg,0.9920572916666667,0.9756713547579879,0.9790286205854316,0.977347104560752
27,13325cfa14_00090.jpg,0.9883463541666667,0.9765533957954599,0.978895724632038,0.9777231573379795
28,13325cfa14_00100.jpg,0.98189697265625,0.9751579829765282,0.9541317686398839,0.9645302995272301
29,14dae0dc93_00025.jpg,0.98798828125,0.9152057065353896,0.9351229276805421,0.9250571210967251
30,14dae0dc93_00055.jpg,0.9922159830729167,0.9805250831998028,0.9087793454046953,0.9432899534580381
