,Names,accuracy,precision,recall,FS
489,cbb410da64_00050.jpg,0.9989095052083333,0.0,0.0,0.0
490,cbb410da64_00025.jpg,0.98037109375,0.02921535893155259,0.44871794871794873,0.054858934169279
491,cbb410da64_00055.jpg,0.9990559895833333,0.0,0.0,0.0
492,cbb410da64_00085.jpg,0.9988932291666667,0.0,0.0,0.0
493,cdc6b1c032_00050.jpg,0.9763834635416667,0.6682464454976303,0.2542067307692308,0.3683064867218111
494,cdc6b1c032_00025.jpg,0.9710123697916667,0.9284525790349417,0.39701173959445035,0.5561923747819586
495,cdc6b1c032_00055.jpg,0.974267578125,0.4,0.007619047619047619,0.014953271028037382
496,cdc6b1c032_00085.jpg,0.948583984375,0.43335761107064824,0.19993279569892472,0.27362612094734423
497,d3f5c309cc_00045.jpg,0.995654296875,0.0,0.0,0.0
498,d3f5c309cc_00050.jpg,0.9951497395833333,0.0,0.0,0.0
499,d74875ea7c_00025.jpg,0.9888020833333333,0.9896198977033397,0.9762069647803719,0.9828676726928632
500,d74875ea7c_00055.jpg,0.9886555989583333,0.9878915910964551,0.9764705882352941,0.9821478882258023
501,d74875ea7c_00085.jpg,0.9886067708333334,0.9793661120922019,0.9879981247069854,0.9836631814787155
502,d74875ea7c_00095.jpg,0.9834798177083334,0.9746486764087959,0.9778902004871651,0.9762667477260505
503,d8596701b7_00120.jpg,0.9924153645833333,0.6296992481203008,0.554635761589404,0.5897887323943661
504,d8596701b7_00090.jpg,0.9916666666666667,0.523728813559322,0.5722222222222222,0.5469026548672566
505,d8596701b7_00055.jpg,0.9981770833333333,0.0,0.0,0.0
506,d8596701b7_00110.jpg,0.9921875,0.9047619047619048,0.6807817589576547,0.7769516728624535
507,d8596701b7_00085.jpg,0.9900553385416667,0.8126094570928196,0.700377358490566,0.7523307661126876
508,d8596701b7_00095.jpg,0.986767578125,0.20979765708200213,0.7350746268656716,0.3264291632145816
509,d95707bca8_00050.jpg,0.9876627604166667,0.794921875,0.5976505139500734,0.6823134953897736
510,d95707bca8_00025.jpg,0.9846028645833333,0.7302977232924693,0.34491315136476425,0.4685393258426967
511,d95707bca8_00055.jpg,0.9866536458333334,0.9691056910569106,0.4266284896206156,0.592445328031809
512,d95707bca8_00085.jpg,0.9845052083333333,0.6783854166666666,0.6946666666666667,0.686429512516469
513,da6003fc72_00125.jpg,0.9764811197916666,0.9289906778685695,0.9069662921348315,0.9178463812610155
514,da6003fc72_00090.jpg,0.979638671875,0.9284839578741122,0.9191417141471694,0.9237892171794092
515,da6003fc72_00055.jpg,0.9777180989583333,0.9143900289563137,0.9133551307847082,0.9138722868826675
516,da6003fc72_00110.jpg,0.9794759114583333,0.9572465716590481,0.8830460126503783,0.9186504096509903
517,da6003fc72_00085.jpg,0.9824055989583333,0.9269170766830673,0.9424109321620303,0.9345997943009257
518,da6003fc72_00095.jpg,0.9845703125,0.9388301261628648,0.9402680280791321,0.9395485269736003
519,dc32a44804_00125.jpg,0.9900390625,0.9096420323325635,0.9133333333333333,0.9114839456175875
520,dc32a44804_00100.jpg,0.9931803385416667,0.9292467215614517,0.9421768707482994,0.9356671272838938
521,dc32a44804_00120.jpg,0.9917805989583334,0.9299382716049382,0.9155271953813431,0.9226764660848262
522,dc32a44804_00105.jpg,0.9922688802083334,0.9251659625829813,0.9310658973580321,0.9281065536552142
523,dc32a44804_00050.jpg,0.990576171875,0.9261433868974042,0.8981120767156128,0.9119123687813784
524,dc32a44804_00115.jpg,0.990771484375,0.9069482705846342,0.9184748915065096,0.9126751886647158
525,dc32a44804_00170.jpg,0.9927408854166667,0.9331168831168831,0.9229287090558767,0.927994833710042
526,dd8636bd8b_00125.jpg,0.9947265625,0.9879818594104308,0.9414433880726015,0.9641513609205575
527,dd8636bd8b_00100.jpg,0.99404296875,0.9970326409495549,0.9455909943714822,0.9706307173808378
528,dd8636bd8b_00120.jpg,0.9937825520833333,0.9893004115226337,0.9357726741922927,0.9617923584716942
529,dd8636bd8b_00105.jpg,0.9935546875,0.9902879536547964,0.944887010242237,0.9670549084858568
530,dd8636bd8b_00050.jpg,0.9901692708333333,0.9798378259916721,0.8972506522175396,0.9367274250995181
531,dd8636bd8b_00115.jpg,0.9938151041666666,0.9932731456895025,0.9425499748026205,0.967247026374763
532,dd8636bd8b_00170.jpg,0.98837890625,0.9911720510894064,0.8877860026917901,0.9366347177848775
533,df96aa609a_00105.jpg,0.9989420572916666,0.0,0.0,0.0
534,df96aa609a_00135.jpg,0.9959309895833334,0.0,0.0,0.0
535,df96aa609a_00165.jpg,0.95947265625,0.2836584585865046,0.7801231310466139,0.4160412757973734
536,df96aa609a_00175.jpg,0.9742350260416667,0.0,0.0,0.0
537,e2c87a6421_00025.jpg,0.988330078125,0.7902892561983471,0.8310700706137969,0.8101667990468626
538,e2c87a6421_00055.jpg,0.987158203125,0.814182534471438,0.7101947308132875,0.7586417864790456
539,e2c87a6421_00085.jpg,0.9861002604166667,0.8135426889106968,0.5552578700602813,0.6600318471337578
