,Names,accuracy,precision,recall,FS
0,Total,0.9776592978023094,0.870514909218178,0.8308645045342085,0.8420252919360108
1,0044fa5fba_00025.jpg,0.989306640625,0.9713626645662203,0.9554510237963475,0.9633411449614998
2,0044fa5fba_00055.jpg,0.98594970703125,0.9715383127469673,0.935527646213613,0.9531929891149639
3,0044fa5fba_00085.jpg,0.97711181640625,0.9723267850841077,0.8759106683974885,0.9216038800852949
4,0065b171f9_00125.jpg,0.9828409830729167,0.9889285424608646,0.9556124515041866,0.9719850923754543
5,0065b171f9_00100.jpg,0.9860799153645833,0.9887403728094654,0.9644252099239239,0.9764314403621056
6,0065b171f9_00120.jpg,0.98609619140625,0.9933613093872704,0.9617866847826086,0.9773190401911652
7,0065b171f9_00105.jpg,0.9890380859375,0.9775421765555585,0.9856279197581753,0.9815683967104993
8,0065b171f9_00050.jpg,0.9865275065104167,0.9916769336071184,0.9233455694911797,0.9562921600464668
9,0065b171f9_00115.jpg,0.9852701822916666,0.9861055865691909,0.965007181111663,0.9754423097796592
10,0065b171f9_00170.jpg,0.9875691731770834,0.9910037495616519,0.9685222045002175,0.9796340121995935
11,017ac35701_00125.jpg,0.9833658854166667,0.954658613231033,0.8871022791914749,0.9196414530586572
12,017ac35701_00100.jpg,0.98758544921875,0.945143087464732,0.9327737777954572,0.938917696049971
13,017ac35701_00120.jpg,0.9869710286458333,0.950211610636429,0.9240894618311719,0.936968503937008
14,017ac35701_00105.jpg,0.9865763346354167,0.972495727886728,0.9011121583411875,0.9354441030859245
15,017ac35701_00050.jpg,0.97552490234375,0.8925388852883992,0.8676221600976494,0.8799041629230309
16,017ac35701_00115.jpg,0.98468017578125,0.9680498579993689,0.8925337309524676,0.9287592953509054
17,017ac35701_00170.jpg,0.987548828125,0.9304519439510559,0.9478107032286599,0.9390511094291519
18,01ff60d1fa_00125.jpg,0.99127197265625,0.9748683220466516,0.9789300980095851,0.9768949879897023
19,01ff60d1fa_00100.jpg,0.9916422526041667,0.9815702015624326,0.9742952617599178,0.9779192019092258
20,01ff60d1fa_00120.jpg,0.98995361328125,0.9808646502998662,0.966375480881634,0.9735661595451967
21,01ff60d1fa_00105.jpg,0.9914347330729166,0.9850595468420826,0.9701479897529269,0.9775469061663343
